review,sentiment
"as a disclaimer, i ' ve seen the movie 5 - 6 times in the last 15 years, and i only just saw the musical this week. this allowed me to judge the movie without being tainted by what was or wasn ' t in the musical ( however, it tainted me when i watched the musical : ) ) < br / > < br / > i actually believe michael douglas worked quite well in that role, along with kasey. i think her ' let me dance for you scene ' is one of the best parts of the movie, a worthwhile addition compared to the musical. the dancers and singing in the movie are much superior to the musical, as well as the cast which is at least 10 times bigger ( easier to do in the movie of course ). the decors, lighting, dancing, and singing are also much superior in the movie, which should be expected, and was indeed delivered. < br / > < br / > the songs that were in common with the musical are better done in the movie, the new ones are quite good ones, and the whole movie just delivers more than the musical in my opinion, especially compared to a musical which has few decors. the one bad point on the movie is the obvious cuts between the actors talking, and dubbed singers during the singing portions for some of the characters, but their dancing is impeccable, and the end product was more enjoyable than the musical",positive
protocol is an implausible movie whose only saving grace is that it stars goldie hawn along with a good cast of supporting actors. the story revolves around a ditzy cocktail waitress who becomes famous after inadvertently saving the life of an arab dignitary. the story goes downhill halfway through the movie and goldie ' s charm just doesn ' t save this movie. unless you are a goldie hawn fan don ' t go out of your way to see this film.,negative
"how this film could be classified as drama, i have no idea. if i were john voight and mary steenburgen, i would be trying to erase this from my cv. it was as historically accurate as xena and hercules. abraham and moses got melded into noah. lot, abraham ' s nephew, lot, turns up thousands of years before he would have been born. canaanites wandered the earth... really? what were the scriptwriters thinking? was it just ignorance ( "" i remember something about noah and animals, and lot and canaanites and all that stuff from sunday school "" ) or were they trying to offend the maximum number of people on the planet as possible - from christians, jews and muslims, to historians, archaeologists, geologists, psychologists, linguists... as a matter of fact, did anyone not get offended? anyone who had even a modicum of taste would have winced at this one!",negative
"preston sturgis ' the power and the glory was unseen by the public for nearly twenty or thirty years until the late 1990s when it resurfaced and even showed up on television. in the meantime it had gained in notoriety because pauline kael ' s the citizen kane book had suggested that the herman mankiewicz - orson welles screenplay for kane was based on sturgis ' screenplay here. as is mentioned in the beginning of this thread for the film on the imdb web site, kael overstated her case. < br / > < br / > there are about six narrators who take turns dealing with the life of charles foster kane : the newsreel ( representing ralston - the henry luce clone ), thatcher ' s memoirs, bernstein, jed leland, susan alexander kane, and raymond the butler. each has his or her different slant on kane, reflecting their faith or disappointment or hatred of the man. and of course each also reveals his or her own failings when they are telling their version of kane ' s story. this method also leads to frequent overlapping re - tellings of the same incident. < br / > < br / > this is not the situation in the power and the glory. yes, like kane it is about a legendary business leader - here it is tom garner ( spencer tracy ), a man who rose from the bottom to being head of the most successful railroad system in the country. but there are only two narrators - they are garner ' s right hand man henry ( ralph morgan ) and his wife ( sarah padden ). this restricts the nearly three dimensional view we get at times of kane in garner. henry, when he narrates, is talking about his boss and friend, whom he respected and loved. his wife is like the voice of the skeptical public - she sees only the flaws in henry. < br / > < br / > typical example : although he worked his way up, tom becomes more and more anti - labor in his later years. unions are troublemakers, and he does not care to be slowed down by their shenanigans. henry describes tom ' s confrontation with the union in a major walk - out, and how it preoccupied him to the detriment of his home life. but henry ' s wife reminds him how tom used scabs and violence to end the strike ( apparently blowing up the union ' s headquarters - killing many people ). so we have two views of the man but one is pure white and one is pure",positive
"average ( and surprisingly tame ) fulci giallo which means it ' s still quite bad by normal standards, but redeemed by its solid build - up and some nice touches such as a neat time twist on the issues of visions and clairvoyance. < br / > < br / > the genre ' s well - known weaknesses are in full gear : banal dialogue, wooden acting, illogical plot points. and the finale goes on much too long, while the denouement proves to be a rather lame or shall i say : limp affair. < br / > < br / > fulci ' s ironic handling of giallo norms is amusing, though. yellow clues wherever you look. < br / > < br / > 3 out of 10 limping killers",negative
"return to the 36th chamber is one of those classic kung - fu movies which shaw produces back in the 70s and 80s, whose genre is equivalent to the spaghetti westerns of hollywood, and the protagonist gordon liu, the counterpart to the western ' s clint eastwood. digitally remastered and a new print made for the fantastic film fest, this is "" presented in shaw scope "", just like the good old days. < br / > < br / > this film is a simple story of good versus evil, told in 3 acts, which more or less sums up the narrative of martial arts films in that era. < br / > < br / > act one sets up the premise. workers in a dye - mill of a small village are unhappy with their lot, having their wages cut by 20 % by incoming manchu gangsters. they can ' t do much about their exploitation because none of them are martial arts skilled to take on the gangsters, and their boss. at first they had a minor success in getting liu to impersonate a highly skilled shaolin monk ( one of the best comedy sequences ), but their rouse got exposed when they pushed the limit of credibility by impersonating one too many times. < br / > < br / > act two shows the protagonist wanting to get back at the mob. however, without real martial arts, he embarks on a journey to shaolin temple, to try and infiltrate and learn martial arts on the sly. after some slapstick moments, he finally gets accepted by the abbot ( whom he impersonated! ) but is disappointed at the teaching methods - kinda like mr miyagi ' s style in karate kid, but instead of painting fences, he gets to erect scaffoldings all around the temple. nothing can keep a good man down, and he unwittingly builds strength, endurance and learns kung - fu the unorthodox way. < br / > < br / > act three is where the fight fest begins. with cheesy sound effects, each obvious non - contact on film is given the maximum impact treatment. but it is rather refreshing watching the fight scenes here, with its wide angled shots to highlight clarity and detail between the sparring partners, and the use of slow - motion only to showcase stunts in different angles. you may find the speed of fights a tad too slow, with some pause in between moves, but with yuen wo ping and his style being used ad - nausem in hollywood flicks, they sure don ' t",positive
"* * * spoilers * * * all too, in real life as well as in the movies, familiar story that happens to many young men who are put in a war zone with a gun, or rifle, in their hands. the case of young and innocent, in never handling or firing a gun, jimmy davis, franchot tone, has been repeated thousands of times over the centuries when men, like jimmy davis, are forced to take up arms for their country. < br / > < br / > jimmy who at first wanted to be kicked out of the us army but was encouraged to stay, by being belted in the mouth, by his good friend fred p. willis, spencer tracy, ended up on the front lines in france. with jimmy ' s unit pinned down by a german machine gun nest he single handedly put it out of commission picking off some half dozen german soldiers from the safety of a nearby church steeple. it was when jimmy gunned down the last surviving german, who raised his arms in surrender, that an artillery shell hit the steeple seriously wounding him. < br / > < br / > recovering from his wounds at an army hospital jimmy fell in love with us army volunteer nurse rose duffy, gladys george. rose was really in love with jimmy ' s good friend the happy go lucky fred despite his obnoxious antics towards her. it ' s when fred was lost during the fighting on the western front that rose, thinking that he was killed, fell in love and later married jimmy. when fred unexpectedly showed up in the french town where jimmy, now fully recovered from his wounds, was stationed at things got very sticky for both him and rose who had already accepted jimmy ' s proposal of marriage to her! < br / > < br / > with wwi over and jimmy marrying rose left fred, who ' s still in love with her, a bitter and resentful young man. it was almost by accident that fred ran into jimmy on the streets of new york city and discovered to his shock and surprise that he completely changed from the meek and non - violent person that he knew before he was sent to war on the european western front. smug and sure of himself, and his ability to shoot a gun, jimmy had become a top mobster in new york city ' s underworld! not only that but as fred later found out his wife rose had no idea what jimmy was really involved in with jimmy telling her that he works as a law abiding and inoffensive insurance",positive
"bela lugosi appeared in several of these low budget chillers for monogram studios in the 1940 ' s and the corpse vanishes is one of the better ones. < br / > < br / > bela plays a mad scientist who kidnaps young brides and kills them and then extracts fluid from their bodies so he can keep his ageing wife looking young. after a reporter and a doctor stay the night at his home and discover he is responsible for the brides ' deaths, the following morning they report these murders to the police and the mad scientist is shot and drops dead shortly afterwards. < br / > < br / > you have got almost everything in this movie : the scientist ' s assistants consist of an old hag, a hunchback and dwarf ( her sons ), a thunderstorm and spooky passages in bela ' s house. bela and his wife find they sleep better in coffins rather than beds in the movie. < br / > < br / > the corpse vanishes is worth a look, especially for bela lugosi fans. great fun. < br / > < br / > rating : 3 stars out of 5.",positive
"i cannot believe i enjoyed this as much as i did. the anthology stories were better than par, but the linking story and its surprise ending hooked me. alot of familiar faces will keep you asking yourself "" where i have i seen them before? "" forget the running time listed on new line ' s tape, this ain ' t no 103 minutes, according to my vcr timer and imdb. space maggot douses the campfire in his own special way and hikes this an 8.",positive
"the 33 percent of the nations nitwits that still support w. bush would do well to see this movie, which shows the aftermath of the french revolution and the terror of 1794 as strikingly similar to the post 9 / 11 socio - political landscape. maybe then they could stop worrying about saving face and take the a * * - whupping they deserve. it ' s really a shame that when a politician ruins the country, those who voted for him can ' t be denied the right to ever vote again. they ' ve clearly shown they have no sense of character. < br / > < br / > what really stands out in this movie is the ambiguity of a character as hopelessly doctrinaire as robespierre ; a haunted empty man who simplistic reductive ideology can ' t help him elucidate the boundaries between safety and totalitarianism. execution and murder. self - defense and patriotism. his legalistic litmus tests aggravate the hopeless situation he ' s helped create. sound like any belligerent, overprivileged, retarded yale cheerleaders you know of? < br / > < br / > wojciech pszoniak blows the slovenly deparidieu off the screen. as sympathetic as robespierres plight is, it ' s comforting to know that shortly after the film ends he ' ll have his jaw shot off and be sent to the guillotine.",negative
"as someone has already mentioned on this board, it ' s very difficult to make a fake documentary. it requires tremendous skill, pacing, patience, directorial ' distance, ' a plausible premise, a narrative ' flow, ' and really believable acting ( aka great acting ). < br / > < br / > such is not the case with ' love machine '. it starts to show its faux hand about the 20 - minute mark ( with 60 minutes left to watch ), and the viewer starts to realize that he or she is being taken in. it ' s downhill from there. < br / > < br / > director gordon eriksen simply peaked too soon. but to be fair to eriksen, his problems started early : as he explains in the extras, he began wanting to do a real doc, couldn ' t get funding, and settled for a cheaper way of making his film. < br / > < br / > the premise - - people who have secret lives by posting themselves on a porn website - - was perhaps more interesting in 1997 - 98, when the film was made. eriksen does a lot of tricky stuff - - a pushy ' host, ' hand - held cameras, zooms, grainy blacks and whites - - all, i guess, to elicit a sense of authenticity, but it just doesn ' t work. the film is confusing and forced, but what ultimately brings it down is the believability of the actors and the pretty awful dialogue.",negative
"the hills have eyes ii is what you would expect it to be and nothing more. of course it ' s not going to be an oscar nominated film, it ' s just pure entertainment which you can just lose yourself in for 90 minutes. < br / > < br / > the plot is basically about a group of national guard trainees who find themselves battling against the notorious mutated hillbillies on their last day of training in the desert. it ' s just them fighting back throughout the whole film, which includes a lot of violence ( which is basically the whole film ) as blood and guts are constantly flying around throughout the whole thing, and also yet another graphic rape scene which is pointlessly thrown in to shock the audience. < br / > < br / > i ' d give the hills have eyes ii 4 out of 10 for pure entertainment, and that only. although even then i found myself looking at my watch more and more as the film went on, as it began to drag due to the fact it continued to try and shock the audience with graphic gore and the occasional jump scene just to make sure the audience stays awake. the hills have eyes ii is just decent entertainment, something to pass time if you ' re bored, and nothing else. < br / > < br / > 4 / 10",negative
"i laughed all the way through this rotten movie. it ' s so unbelievable. a woman leaves her husband after many years of marriage, has a breakdown in front of a real estate office. what happens? the office manager comes outside and offers her a job!!! hilarious! next thing you know the two women are going at it. yep, they ' re lesbians! nothing rings true in this "" lifetime for women with nothing better to do "" movie. clunky dialogue like "" i don ' t want to spend the rest of my life feeling like i had a chance to be happy and didn ' t take it "" doesn ' t help. there ' s a wealthy, distant mother who disapproves of her daughter ' s new relationship. a sassy black maid - unbelievable that in the year 2003, a film gets made in which there ' s a sassy black maid. hattie mcdaniel must be turning in her grave. the woman has a husband who freaks out and wants custody of the snotty teenage kids. sheesh! no cliche is left unturned.",negative
"no spoilers!! < br / > < br / > after hitchcock ' s successful first american film, rebecca based upon daphne dumarier ' s lush novel of gothic romance and intrigue, he returned to some of the more familiar themes of his early british period - mistaken identity and espionage. as the u. s. settled into world war ii and the large scale ' war effort ' of civilians building planes, weaponry and other necessary militia, the booming film entertainment business began turning out paranoid and often jingoistic thrillers with war time themes. these thrillers often involved networks of deceptive and skilled operators at work in the shadows among the good, law abiding citizens. knowing the director was at home in this espionage genre, producer jack skirball approached hitchcock about directing a property he owned that dealt with corruption, war - time sabotage and a helpless hero thrust into a vortex of coincidence and mistaken identity. the darker elements of the narrative and the sharp wit of literary maven dorothy parker ( during her brief stint in hollywood before returning to her bohemian roots in nyc ) who co - authored the script were a perfect match for hitchcock ' s sensibilities. < br / > < br / > this often neglected film tells the story of the unfortunate 25 year old barry kane ( robert cummings ) who, while at work at a los angeles airplane factory, meets new employee frank frye ( norman lloydd ) and moments later is framed for committing sabotage. fleeing the authorities who don ' t believe his far - fetched story he meets several characters on his way to soda city utah and finally new york city. these memorable characters include a circus caravan with a car full of helpful ' freaks ' and a popular billboard model patricia martin ( priscilla lane ) who, during the worst crisis of his life as well as national security, he falls madly in love with! of course in the land of hitchcock, patricia, kidnapped by the supposed saboteur barry, falls for her captor thus adding romantic tension to the mix. < br / > < br / > in good form for this outing, hitchcock brews a national network of demure old ladies, average joes, and respectable businessmen who double as secret agent terrorists that harbor criminals, pull guns and detonate bombs to keep things moving. it ' s a terrific plot that takes its time moving forward and once ignited, culminates in one of hitchcock ' s more memorable finales. look for incredibly life like nyc tourist attractions ( all of which were recreated by art directors in hollywood",positive
"i just watched the dresser this evening, having only seen it once before, about a dozen years ago. < br / > < br / > it ' s not a "" big "" movie, and doesn ' t try to make a big splash, but my god, the brilliance of the two leads leaves me just about speechless. albert finney and tom courtenay are nothing less than amazing in this movie. < br / > < br / > the dresser is the story of sir, an aging shakespearean actor ( finney ), and his dresser norman ( courtenay ), sort of a valet, putting on a production of king lear during the blitz of london in world war ii. these are two men, each dependent upon the other : sir is almost helpless without the aid of norman to cajole, wheedle, and bully him into getting onstage for his 227th performance of lear. and norman lives his life vicariously through sir ; without sir to need him, he is nothing, or thinks he is, anyway. < br / > < br / > this is a character - driven film ; the plot is secondary to the interaction of the characters, and as such, it requires actors of the highest caliber to bring it to life. finney, only 47 years old, is completely believable as a very old, very sick, petulant, bullying, but brilliant stage actor. he hisses and fumes at his fellow actors even when they ' re taking their bows! and courtenay is no less convincing as the mincing dresser, who must sometimes act more as a mother than as a valet to his elderly employer. employer is really the wrong term to use, though. for although, technically their relationship is that of employer and employee, most of the time sir and norman act like nothing so much as an old married couple. < br / > < br / > yes, there are others in the cast of this movie, but there is no question that the true stars are finney, courtenay, and the marvelous script by ronald harwood. that is not to say that there aren ' t other fine performances, most notably eileen atkins as the long - suffering stage manager madge. there is a wonderful scene where sir and madge talk about old desires, old regrets, and what might have been. < br / > < br / > although it doesn ' t get talked about these days, it is worth remembering that the dresser was nominated for five academy awards : best actor nominations for",positive
"what happened? what we have here is basically a solid and plausible premise and with a decent and talented cast, but somewhere the movie loses it. actually, it never really got going. there was a little excitement when we find out that angie is not really pregnant, then find out that she is after all, but that was it. steve martin, who is a very talented person and usually brings a lot to a movie, was dreadful and his entire character was not even close to being important to this movie, other than to make it longer. i really would have liked to see more interactions between the main characters, kate and angie, and maybe try not for a pure comedy, which unfortunately it was not, but maybe a drama with comedic elements. i think if the movie did this it could have been very funny since both actresses are quite funny in their own ways and sitting here i can think of numerous scenarios that would have been a riot.",negative
"i ' ve just watched fingersmith, and i ' m stunned to see the 8 / 10 average rating for the show. < br / > < br / > not only was the plot was difficult to follow, but it seems character development was randomly applied. < br / > < br / > the actors were adequate, but in the process of attempting to create twists and turns, their characters are rendered entirely one dimensional. once this happens, the story really falls flat and becomes tedious. < br / > < br / > and just in case anyone didn ' t see the predictable lesbian undertones from miles way, this is hammered home in the most banal terms at the end of the film. < br / > < br / > the end scene is disappointing and phoned in, and anyone who sat back and went "" ohhh, so they were carpet munchers all along! "", must have been out for the evening. < br / > < br / > two stars for the tonsil hockey in the earlier scene which was at least a bit raunchy, none for the rest of it...",negative
"so let ' s begin! ) ) ) < br / > < br / > the movie itself is as original as cronenberg ' s movies would usually appear... < br / > < br / > my intention to see it was certainly jjl being one of my favourite actresses. she is as lovely as usual, this cutie! < br / > < br / > i would not say it was my favourite movie of hers. still it ' s quite interesting and entertaining to follow. < br / > < br / > the rest of the cast is not extremely impressive but it is not some kind of a miscast star array. ; ) < br / > < br / > recommend with confidence! ) ) ) )",positive
"besides being boring, the scenes were oppressive and dark. the movie tried to portray some kind of moral, but fell flat with its message. what were the redeeming qualities?? on top of that, i don ' t think it could make librarians look any more unglamorous than it did.",negative
"an unmarried woman named stella ( bette midler ) gets pregnant by a wealthy man ( stephen collins ). he offers to marry her out of a sense of obligation but she turns him down flat and decides to raise the kid on her own. things go ok until the child named jenny ( trini alvarado ) becomes a teenager and things gradually ( and predictably ) become worse. < br / > < br / > i ' ve seen both the silent version and sound version of "" stella dallas "". neither one affected me much ( and i cry easily ) but they were well - made if dated. trying to remake this in 1990 was just a stupid idea. i guess midler had enough power after the incomprehensible success of "" beaches "" to get this made. this ( predictably ) bombed. the story is laughable and dated by today ' s standards. even though midler and alvarado give good performances this film really drags and i was bored silly by the end. stephen collins and marsha mason ( both good actors ) don ' t help in supporting roles. flimsy and dull. really - - who thought this would work? see the 1937 stanwyck version instead. i give this a 1.",negative
"don ' t torture a duckling is one of fulci ' s earlier ( and honestly, in terms of story - line, better... ) films - and although not the typical "" bloodbath "" that fulci is known for - this is still a very unique and enjoyable film. < br / > < br / > the story surrounds a small town where a series of child murders are occurring. some of the colorful characters involved in the investigations - either as suspects, or those "" helping "" the investigation ( or in some cases both ) - include the towns police force, a small - time reporter, a beautiful and rich ex - drug addict, a young priest and his mother, an old man who practices witchcraft and his female protege, a mentally handicapped townsman, and a deaf / mute little girl. all of these people are interwoven into the plot to create several twists and turns, until the actual killer is revealed... < br / > < br / > don ' t torture a duckling is neither a "" classical "" giallo or a typical fulci gore film. although it does contain elements of both - it is more of an old - fashioned murder mystery, with darker subject matter and a few scenes of graphic violence ( although nothing nearly as strong as some of fulci ' s later works ). this is a well written film with lots of twists that kept me guessing up until the end. recommended for giallo / murder - mystery fans, or anyone looking to check out some of fulci ' s non - splatter films - but don ' t despair, don ' t torture still has more than it ' s fair share of violence and sleaze. some may be put off by the subject of the child killings, and one main female character has a strange habit of hitting on very young boys, which is also kind of disconcerting - but if that type of material doesn ' t bother you, then definitely give this one a look. 8. 5 / 10",positive
"busty beauty stacie randall plays pvc clad, bad - ass bitch alexandra, the faithful acolyte of faust, an evil entity trapped in hell. determined to free her master, the malevolent minx breaks into a warehouse to steal a magical gem vital to her success ; but whilst conducting a satanic ritual to summon faust, the silly mare accidentally enters the pentagram she has drawn on the floor, which results in the loss of the gem and the release of two diminutive, troll - like creatures called lite and dark. < br / > < br / > now alexandra must find a replacement gem, which isn ' t going to be easy : the only other stone that will do the trick is worn around the neck of her ex - lover, police detective jonathan graves ( peter liapis ), who is investigating the warehouse robbery and who knows only too well what evil alexandra is capable of. meanwhile, wise - cracking inter - dimensional half - pints lite and dark get into all sorts of zany trouble as they try to find a way back home. < br / > < br / > in the warped movie world of jim wynorski, all females are big - breasted babes with the fashion sense of a cheap hooker. ghoulies iv is no exception : every woman in this filmwhether she be a police captain, a curator of antiquities, or a mental patient in an asylumis hot, hot, hot and wears not a lot, and it ' s this fact that makes this otherwise totally unwatchable piece of stv crap just about bearable. < br / > < br / > but be warned, even though the presence of semi - naked, quality crumpet makes the going slightly easier, there is still plenty about this film to warrant it being labelled as an ordeal : the acting is wooden and the dialogue is painful ; the black humour ( as the dvd blurb describes it ) is about as funny as a knee to the knackers, with the comedic banter of lite and dark being particularly cringe - worthy ; and the special effects are bargain basement, consisting of rubbery creatures and visual effects that would have looked dated ten years earlier. < br / > < br / > 3 / 10 solely for the high bimbo quotient.",negative
"i really like salman kahn so i was really disappointed when i seen this movie. it didn ' t have much of a plot and what they did have was not that appealing. salman however did look good in the movie looked young and refreshed but was worth the price of this dvd. the music was not bad it was quite nice. usually indian movies are at least two to three hours long but this was a very short movie for an indian film. the american actress that played in the movie is from the television hit series heroes, ali larter. her acting had a lot to be desired. however she did look good in the indian dresses that she wore. all the movie had not a lot to be desired and i hope salman does a lot better on his next movie. thank you.",negative
"i ' m not sure why the producers needed to trade on the name of a somewhat successful movie franchise because the title suggests that it is a sequel to the first three movies.. which it is not. even though marques houston did appear in "" hp3 "", he played a totally different character ( he was, eight years older ) in this film. okay... so reid and martin weren ' t the most talented and couldn ' t carry a film all by themselves.. but to trade on the hp franchise seems to me that there could have made some sort of reference ( albeit minor ) to the earlier movies. i ' m sure everyone who wanted to see it was "" hoodwinked "" - - into thinking that they were seeing a sequel - - not a totally different film with a familiar name. and i ' m sorry... kym whitley is not funny, and could not hold a candle to the late robin harris, ketty lester, or dc curry in the earlier films. although meagen good and mari morrow are a substantial visual diversion... i have to give this a thumbs down!! just naming the film "" down to the last minute "" would have been ok. furthermore, the hudlin brothers ( who produced the first three movies ) were not involved in the making of this film.",negative
"this film laboured along with some of the most predictable story lines and shallow characters ever seen. the writer obviously bought the playbook "" how to write a space disaster movie "" and followed it play by play. in particular, the stereo - typical use of astronauts talking to their loved ones from outer space - putting on a brave show in the face of disaster - has been done time and time again. < br / > < br / > max q appears to have been written in the hope that the producers would throw $ 50 million at the project. but, judging by the latter half of the film which contained numerous lame attempts at special effects, the producers could only muster $ 50 thousand. to learn that the film was nominated for a "" special visual effects "" emmy has me absolutely gob - smacked. < br / > < br / > i think a handful of high school students with a pass in media studies could have created more believable effects! < br / > < br / > and the plot holes are too numerous to mention. but i will pick one out as an example. now, i ' m no nasa expert, but surely it ' s highly implausible that a worker attached to the shuttle simulator would suddenly hold a position of power in the control room when things start to go pear - shaped with the program. surely there is someone more experienced at mission control who the program director would call on rather than a twenty - nine year old who has not been in the control room before. < br / > < br / > the only saving grace for this film is the work of bill campbell. he manages to make a good attempt at salvaging something out of the train wreck that is this script. < br / > < br / > i give this film 2 out of 10, with the above - average work of bill campbell in the lead role saving it from a lower mark.",negative
"caddyshack two is a good movie by itself but compared to the original it cant stack up. robert stack is a horrible replacement for ted knight and jackie mason, while funny just cant compete with rodney dangerfield. ty webb is funny, being the only character from the original. most of the other characters in the movie lack the punch of the original ( henry wilcoxon for example ) except for the hystericly funny lawyer peter blunt, being played by randy quaid. every line he says reminds me of the originals humor, especially the scene at his office ( i don ' t go in for law suits or motions. i find out where you live and come to your house and beat down your door with a f * * * ing baseball bat, make a bonfire with the chippindale, maybe roast that golden retriever ( arff arff arff ) then eat it. and then i ' m comin ' upstairs junior, and i ' m grabbing you by your brooks brothers pjs, and cramming your brand new bmw up your tight a * *! do we have an understanding? ). offsetting his small role however, is dan acroyd, who is obviously no replacement for bill murray. his voice is beyond irritating and everything he does isnt even funny, its just stupid. overall caddyshack ii is a good movie, but in comparison to the awesome original it just cant cut it.",negative
"honestly - this short film sucks. the dummy used in the necro scene is pretty well made but still phony enough looking to ruin the viewing experience. the unearthed dvd is crisp and clear and i haven ' t made up my mind if this helps or hinders it. if the film was a little grainy it might have added some "" creepiness factor "" to what was going on. i have no idea why this film has so much hype surrounding it other than the subject matter - but to be honest the necrophilia scenes in films like nekromantik and visitor q among others, are more shocking than in aftermath. all this talk about the film being about loneliness and all other manner of deep philosophy is bull * * * *. this is an expensive, beautifully filmed turd. it ' s not that shocking, it ' s not that disgusting. if you insist on viewing it - rent it. i give it a 3 for the fact that not many people make explicit movies about necrophilia ( there should definitely be a bigger selection for us sickos ; ) - the filming is good and it does have some "" gore "" ( if watching a rubbery looking doll get cut open is considered gore... ) but other than that - absolutely nothing going for this over - hyped mess. on the other hand - genesis - cerda ' s "" sequel "" to aftermath ( now available as a "" double feature "" released by unearthed films ) is an absolute masterpiece of a short film, really showing what a good director cerda really is when given the right material. although i don ' t care for aftermath at all, genesis is so well made that i will forgive cerda and definitely keep an eye out for him in the future...",negative
"i thought that mukhsin has been wonderfully written. its not just about entertainment. there ' s tonnes of subtle messages that i think yasmin was trying to bring across. and yes, it might be confusing to some of you ( especially if you didn ' t watch sepet and / or gubra for 76 times ). < br / > < br / > i bet u noticed how they use characters from the two movies before right? its really ironic how the characters relate. like the bossy neighbour is that prostitute from gubra. and the chick at the snooker pad turns out to be the religious and wife of the pious man in the future. < br / > < br / > and i absolutely love the voice - overs. its crude yet awakeningly fresh. like, when they took a shot of the rumah tumpangan gamin signboard, then there was suddenly mukhsin ' s voice saying ' bismillahhirrahmannirrahim.. ' ( the scene when he climbed the tree ). < br / > < br / > it captured malaysian ' s attitude ( and in some mild way, sniggering at how pathetic it is ) portrayed in the character. for example, even the kids can be really sharp tongued ( complete with the shrill annoying voice ) and simply bad mouth ppl all movie long. and how you can be such a busybody and talk about ppl, when ur own life isn ' t sorted out. < br / > < br / > all i can say is, this movie totally reached my expectation if not exceeded it. < br / > < br / > it kept me glued to the screen, i couldn ' t even take my eyes off it. not even to make out in the cinema. ha ha.",positive
"i am not a golf fan by any means. on may 26 about 10 : 30 pm the movie started with a scene in the late 1800 ' s. old movies i like but not golf however, within the first scene a young boy ( harry vardon ) is awaken by the voices of men. he goes outside to inquire what they are doing and is told they are going to build a golf something... so, then i turned the television off but something stirred me and it was back on. the movie is excellent. we then see this young boy now a man ; professional golf player who is haunted with visions from his childhood. then we meet the true focus of the movie francis and the decisions he makes for golf. you meet his mother and father who want to protect him from the class thing that is so obvious during the period. then there is little eddie lowery his caddy with encouraging words and little pushes that are instrumental in francis winning. don ' t want to give away too much. i was up until 2 a. m. this is super please see the movie.",positive
"upon viewing tobe hooper ' s gem, crocodile, in 2000, i developed a great interest in the college / crocodile niche of the exploitation / monster genre. i look forward to a wayward producer to follow up with several sequels to these delightful bonbons of camp goodness. if only ed wood could bring his subtle sense of flair and dignity to these remarkable scripts. with ed writing the scripts, and a room full of monkees creating crocodile special effects on a computer, all we ' d need would be a cast of crocky fodder with russ meyer breasts and ren hoek pectoral implants. < br / > < br / > while tobe hooper ' s crocky opus referenced his own movies, blood surf chose to dish out a bunch of aging themes from the chum bucket of other movies. see if you can look past the revenge of the nerds sequel sets to find the allusions / homages? / rip - offs to jaws, temple of doom, indiana jones ' last crusade, the convent, godzilla 2000, and any james bond movie. also, try to find the ready - for - tv fade where the editor gave up on making sense of the stock. < br / > < br / > i was disappointed the crock didn ' t get to try out its sotto voce tenor with a soliloquy on environmentalism... or crocky appreciation, but the quasi - captain ahab of the story does get his tour de force speach. perhaps, in the coming years, we ' ll see a crock galloping off after a shootout into a golden sunset. or hopefully, a monkey will flush a crocky down the toilet of an international space station for midgets and enjoy the exploitative waltz of zero - g monkey / midget / crocodile bloodshed. < br / > < br / > all - in - all, the lack of a whammy bar in the surf music irked me.",negative
"it tries to be the epic adventure of the century. and with a cast like sho kasugi, christopher lee and john - rhys davies it really is the perfect b - adventure of all time. it ' s actually is a pretty fun, swashbuckling adventure that, even with it ' s flaws, captures your interest. it must have felt as the biggest movie ever for the people who made it. even if it ' s made in the 90s, it doesn ' t have a modern feel. it more has the same feeling that a old errol flynn movie had. big adventure movie are again the big thing in hollywood but i ' m afraid that the feeling in them will never be the same as these old movies had. this on the other hand, just has the real feeling. you just can ' t hate it. i think it ' s an okay adventure movie. and i really love the soundtrack. damn, i want the theme song.",positive
"the last hard men finds james coburn an outlaw doing a long sentence breaking free from a chain gang. do he and his friends head for the mexican border from jail and safety. no they don ' t because coburn has a mission of revenge. to kill the peace officer who brought him in and in the process killed his woman. < br / > < br / > that peace officer is charlton heston who is now retired and he knows what coburn is after. as he explains it to his daughter, barbara hershey, coburn was holed up in a shack and was involved in a waco like standoff. his indian woman was killed in the hail of bullets fired. it ' s not something he ' s proud of, she was a collateral casualty in a manhunt. < br / > < br / > lest we feel sorry for coburn he lets us know full well what an evil man he truly is. heston is his usual stalwart hero, but the acting honors in the last hard men go to james coburn. he blows everyone else off the screen when he ' s on. < br / > < br / > coburn gets the bright idea of making sure heston trails him by kidnapping hershey and taking her to an indian reservation where the white authorities can ' t touch him. he knows that heston has to make it personal then. < br / > < br / > coburn ' s gang includes, morgan paull, thalmus rasulala, john quade, larry wilcox, and jorge rivero. heston has chris mitchum along who is his son - in - law to be. < br / > < br / > the last hard men is one nasty and brutal western. andrew mclaglen directed it and i ' m thinking it may have been a project originally intended for sam peckinpaugh. it sure shows a lot of his influence with the liberal use of slow motion to accentuate the violence. of which there is a lot. < br / > < br / > for a little peckinpaugh lite, the last hard men is your film.",positive
